系统,线路,站名,站间距(km),累计里程(km),经度,纬度,station ID,pinyin,year of opening
武汉地铁,轨道交通5号线,红霞,0.0,0.0,114.261845,30.430968,900000068659027,,
武汉地铁,轨道交通5号线,黄家湖(武科大),1.352,1.352,114.262835,30.443094,900000068659028,,
武汉地铁,轨道交通5号线,中医药大学,1.311,2.663,114.268778,30.453717,900000068659001,,
武汉地铁,轨道交通5号线,白沙六路,2.877,5.54,114.293232,30.468726,900000068659002,,
武汉地铁,轨道交通5号线,光霞,1.09,6.63,114.293047,30.478528,900000068659003,,
武汉地铁,轨道交通5号线,张家湾,1.882,8.512,114.293310,30.495453,900000068659004,,
武汉地铁,轨道交通5号线,烽火村,1.583,10.095,114.298051,30.509093,900000068659006,,
武汉地铁,轨道交通5号线,八铺街,1.237,11.332,114.300559,30.520002,900000068659007,,
武汉地铁,轨道交通5号线,复兴路,1.592,12.924,114.301225,30.534309,420100034395028,,
武汉地铁,轨道交通5号线,彭刘杨,0.746,13.67,114.301380,30.541015,900000068659009,,
武汉地铁,轨道交通5号线,司门口黄鹤楼,0.665,14.335,114.302501,30.546913,900000068659010,,
武汉地铁,轨道交通5号线,昙华林武胜门,0.854,15.189,114.305282,30.554209,900000068659011,,
武汉地铁,轨道交通5号线,积玉桥,0.851,16.04,114.308679,30.561284,420100024404012,,
武汉地铁,轨道交通5号线,三层楼,1.068,17.108,114.314532,30.569462,900000068659013,,
武汉地铁,轨道交通5号线,三角路,1.676,18.784,114.325308,30.581340,900000068659014,,
武汉地铁,轨道交通5号线,徐家棚,1.027,19.811,114.332095,30.588494,900000044147008,,
武汉地铁,轨道交通5号线,杨园铁四院,1.617,21.428,114.342932,30.599653,900000068659016,,
武汉地铁,轨道交通5号线,余家头,1.284,22.712,114.352171,30.608032,900000068659017,,
武汉地铁,轨道交通5号线,科普公园,1.629,24.341,114.364928,30.617733,900000068659018,,
武汉地铁,轨道交通5号线,建设二路,1.36,25.701,114.376403,30.624951,900000068659019,,
武汉地铁,轨道交通5号线,和平公园,1.233,26.934,114.386836,30.631463,900000068659020,,
武汉地铁,轨道交通5号线,红钢城,1.634,28.568,114.401431,30.639088,900000068659021,,
武汉地铁,轨道交通5号线,青宜居,1.777,30.345,114.419550,30.642611,900000068659022,,
武汉地铁,轨道交通5号线,工人村,1.339,31.684,114.425801,30.631836,900000068659023,,
武汉地铁,轨道交通5号线,武钢,1.804,33.488,114.437232,30.618931,900000068659024,,
武汉地铁,轨道交通5号线,厂前,0.884,34.372,114.434239,30.611409,900000068659025,,
武汉地铁,轨道交通5号线,武汉站东广场,0.875,35.247,114.426897,30.606713,900000068659026,,
