系统,线路,站名,站间距(km),累计里程(km),经度,纬度,station ID,pinyin,year of opening
长春轨道交通,轨道交通2号线,汽车公园,0.0,0.0,125.172047,43.833703,900000049355020,,
长春轨道交通,轨道交通2号线,捷达大路,1.539,1.539,125.167693,43.847184,900000049355021,,
长春轨道交通,轨道交通2号线,西湖,1.015,2.554,125.169993,43.856159,900000049355022,,
长春轨道交通,轨道交通2号线,双丰,1.77,4.324,125.185602,43.867421,900000049355002,,
长春轨道交通,轨道交通2号线,长春西站,1.608,5.932,125.201137,43.876570,900000049355003,,
长春轨道交通,轨道交通2号线,兴隆堡,2.012,7.944,125.224131,43.883822,900000049355004,,
长春轨道交通,轨道交通2号线,西环城路,1.303,9.247,125.240387,43.884055,900000049355005,,
长春轨道交通,轨道交通2号线,和平大街,1.133,10.38,125.254528,43.884187,900000049355006,,
长春轨道交通,轨道交通2号线,万福街,0.901,11.281,125.265774,43.884307,900000049355007,,
长春轨道交通,轨道交通2号线,景阳广场,0.855,12.136,125.276182,43.882633,900000049355008,,
长春轨道交通,轨道交通2号线,解放桥,1.117,13.253,125.287330,43.876606,220100030615008,,
长春轨道交通,轨道交通2号线,建设广场,0.816,14.069,125.297361,43.877855,900000049355010,,
长春轨道交通,轨道交通2号线,文化广场,0.732,14.801,125.306497,43.877930,900000049355011,,
长春轨道交通,轨道交通2号线,解放大路,1.474,16.275,125.324882,43.878239,220100020890009,,
长春轨道交通,轨道交通2号线,平阳街,0.711,16.986,125.333755,43.878343,900000049355013,,
长春轨道交通,轨道交通2号线,南关,0.971,17.957,125.345395,43.880757,900000049355014,,
长春轨道交通,轨道交通2号线,吉林大路,1.516,19.473,125.364291,43.881324,220100020886007,,
长春轨道交通,轨道交通2号线,东盛大街,1.002,20.475,125.376719,43.882324,900000049355016,,
长春轨道交通,轨道交通2号线,东环城路,1.419,21.894,125.394422,43.882469,900000049355017,,
长春轨道交通,轨道交通2号线,长青,1.242,23.136,125.409919,43.882369,900000049355018,,
长春轨道交通,轨道交通2号线,东方广场,1.272,24.408,125.425773,43.881860,900000049355019,,
长春轨道交通,轨道交通2号线,哈尔滨大街,1.515,25.923,125.444158,43.885038,900000049355023,,
长春轨道交通,轨道交通2号线,窦家沟,2.462,28.385,125.473559,43.891461,900000049355024,,
长春轨道交通,轨道交通2号线,英俊大街,1.288,29.673,125.489634,43.891641,900000049355025,,
长春轨道交通,轨道交通2号线,英凯大街,1.797,31.47,125.512056,43.891437,900000049355026,,
长春轨道交通,轨道交通2号线,林溪大街,1.738,33.208,125.533738,43.891565,900000049355027,,
长春轨道交通,轨道交通2号线,雾开河大街,1.57,34.778,125.553331,43.891531,900000049355028,,
