系统,线路,站名,站间距(km),累计里程(km),经度,纬度,station ID,pinyin,year of opening
南宁地铁,轨道交通2号线,西津,0.0,0.0,108.298459,22.889270,900000060985036,,
南宁地铁,轨道交通2号线,安吉客运站,1.06,1.06,108.297843,22.879757,900000060985035,,
南宁地铁,轨道交通2号线,苏卢,1.222,2.282,108.299553,22.868884,900000060985034,,
南宁地铁,轨道交通2号线,三十三中,1.244,3.526,108.302241,22.857976,900000060985033,,
南宁地铁,轨道交通2号线,秀厢,1.144,4.67,108.306686,22.848542,900000060985032,,
南宁地铁,轨道交通2号线,明秀路,1.207,5.877,108.312746,22.839235,900000060985031,,
南宁地铁,轨道交通2号线,火车站,1.639,7.516,108.316335,22.824874,900000058314015,,
南宁地铁,轨道交通2号线,朝阳广场,0.981,8.497,108.320842,22.817093,900000058314014,,
南宁地铁,轨道交通2号线,南宁剧场,1.615,10.112,108.313648,22.804174,900000060985028,,
南宁地铁,轨道交通2号线,福建园,1.06,11.172,108.311290,22.794893,900000060985027,,
南宁地铁,轨道交通2号线,亭洪路,0.667,11.839,108.311402,22.788898,900000060985026,,
南宁地铁,轨道交通2号线,石柱岭,0.821,12.66,108.311485,22.781518,900000060985025,,
南宁地铁,轨道交通2号线,江南客运站,1.657,14.317,108.312121,22.766625,900000060985024,,
南宁地铁,轨道交通2号线,大沙田,0.803,15.12,108.316759,22.760811,900000060985023,,
南宁地铁,轨道交通2号线,建设路,1.012,16.132,108.318320,22.751820,900000060985022,,
南宁地铁,轨道交通2号线,石子塘,1.336,17.468,108.324374,22.741181,900000060985021,,
南宁地铁,轨道交通2号线,金象,1.364,18.832,108.332244,22.731297,900000060985020,,
南宁地铁,轨道交通2号线,玉洞,1.074,19.906,108.336650,22.722533,900000060985019,,
南宁地铁,轨道交通2号线,东风路,1.638,21.544,108.352286,22.719540,900000060985041,,
南宁地铁,轨道交通2号线,玉岭路,0.845,22.389,108.360239,22.721532,900000060985040,,
南宁地铁,轨道交通2号线,那福路,1.417,23.806,108.373548,22.724965,900000060985039,,
南宁地铁,轨道交通2号线,平良立交,1.059,24.865,108.383758,22.726373,900000060985038,,
南宁地铁,轨道交通2号线,坛泽,1.001,25.866,108.393513,22.726328,900000060985037,,
