系统,线路,站名,站间距(km),累计里程(km),经度,纬度,station ID,pinyin,year of opening
合肥轨道交通,轨道交通5号线,汲桥路,0.0,0.0,117.263817,31.940927,900000072420046,,
合肥轨道交通,轨道交通5号线,六中菱湖校区,1.334,1.334,117.269911,31.930097,900000072420045,,
合肥轨道交通,轨道交通5号线,菱湖公园,1.822,3.156,117.272729,31.913890,900000072420044,,
合肥轨道交通,轨道交通5号线,北五里井,1.733,4.889,117.275502,31.898486,900000072420043,,
合肥轨道交通,轨道交通5号线,海棠,1.236,6.125,117.278400,31.887649,900000055586019,,
合肥轨道交通,轨道交通5号线,白水坝,0.942,7.067,117.278663,31.879180,900000072420041,,
合肥轨道交通,轨道交通5号线,杏花公园,0.932,7.999,117.278768,31.870799,900000072420040,,
合肥轨道交通,轨道交通5号线,三孝口,1.127,9.126,117.275340,31.861092,900000039729014,,
合肥轨道交通,轨道交通5号线,稻香楼,1.299,10.425,117.274328,31.849444,900000072420038,,
合肥轨道交通,轨道交通5号线,中国科大东区,0.873,11.298,117.273113,31.841663,900000072420037,,
合肥轨道交通,轨道交通5号线,市第三医院,1.468,12.766,117.269610,31.828799,900000072420036,,
合肥轨道交通,轨道交通5号线,休宁路,1.15,13.916,117.269162,31.818467,900000072420035,,
合肥轨道交通,轨道交通5号线,凌大塘,0.762,14.678,117.275549,31.814280,900000072420034,,
合肥轨道交通,轨道交通5号线,望湖城西,1.417,16.095,117.289085,31.808787,900000072420017,,
合肥轨道交通,轨道交通5号线,合肥南站,0.981,17.076,117.290051,31.800004,900000039731013,,
合肥轨道交通,轨道交通5号线,盛大,1.395,18.471,117.301883,31.792500,900000072420016,,
合肥轨道交通,轨道交通5号线,包河苑,1.379,19.85,117.316413,31.793620,900000072420015,,
合肥轨道交通,轨道交通5号线,义兴,0.845,20.695,117.325259,31.794697,900000072420014,,
合肥轨道交通,轨道交通5号线,大连路,1.197,21.892,117.332285,31.785744,900000072420013,,
合肥轨道交通,轨道交通5号线,花园大道,1.411,23.303,117.334224,31.773159,900000072420012,,
合肥轨道交通,轨道交通5号线,黄河路,0.749,24.052,117.334569,31.766432,900000072420011,,
合肥轨道交通,轨道交通5号线,扬子江路,1.522,25.574,117.338319,31.753118,900000072420010,,
合肥轨道交通,轨道交通5号线,义城,1.364,26.938,117.338234,31.740852,900000072420009,,
合肥轨道交通,轨道交通5号线,省行政中心东,1.05,27.988,117.338098,31.731411,900000072420008,,
合肥轨道交通,轨道交通5号线,方兴湖,1.476,29.464,117.338107,31.718133,900000072420007,,
合肥轨道交通,轨道交通5号线,渡江纪念馆,0.923,30.387,117.330288,31.713161,900000072420030,,
合肥轨道交通,轨道交通5号线,沈湾,0.997,31.384,117.319745,31.713145,900000072420006,,
合肥轨道交通,轨道交通5号线,华山路,0.83,32.214,117.310975,31.713146,900000072420005,,
合肥轨道交通,轨道交通5号线,云谷路,0.829,33.043,117.302216,31.713223,900000039731005,,
合肥轨道交通,轨道交通5号线,清水冲,1.492,34.535,117.286448,31.713179,900000072420004,,
合肥轨道交通,轨道交通5号线,云川公园,1.027,35.562,117.275590,31.713181,900000072420003,,
合肥轨道交通,轨道交通5号线,滨湖竹园,1.16,36.722,117.264153,31.709409,900000072420002,,
合肥轨道交通,轨道交通5号线,贵阳路,1.214,37.936,117.264109,31.698488,900000072420001,,
