系统,线路,线路ID,站名,站间距(km),累计里程(km),经度,纬度,station ID,pinyin,year of opening
成都地铁,地铁10号线,900000059714,武侯祠,0.0,0.0,104.051223,30.645124,900000059714017,,
成都地铁,地铁10号线,900000059714,高升桥,1.004,1.004,104.042545,30.640044,900000039590003,,
成都地铁,地铁10号线,900000059714,红牌楼,1.35,2.354,104.029878,30.634704,900000039590002,,
成都地铁,地铁10号线,900000059714,太平园,1.306,3.66,104.021580,30.625381,900000039590001,,
成都地铁,地铁10号线,900000059714,簇锦,2.03,5.69,104.008245,30.611182,900000059714002,,
成都地铁,地铁10号线,900000059714,华兴,1.576,7.266,104.001114,30.598405,900000059714003,,
成都地铁,地铁10号线,900000059714,金花,3.067,10.333,103.970064,30.591577,900000059714004,,
成都地铁,地铁10号线,900000059714,双流机场1航站楼,1.781,12.114,103.959257,30.578543,900000059714005,,
成都地铁,地铁10号线,900000059714,双流机场2航站楼,1.023,13.137,103.955607,30.569892,900000059714006,,
成都地铁,地铁10号线,900000059714,双流西站,4.716,17.853,103.917258,30.543286,900000039590018,,
成都地铁,地铁10号线,900000059714,应天寺,1.469,19.322,103.904680,30.535723,900000059714008,,
成都地铁,地铁10号线,900000059714,黄水,2.258,21.58,103.891339,30.518980,900000059714009,,
成都地铁,地铁10号线,900000059714,花源,3.871,25.451,103.880912,30.485344,900000059714010,,
成都地铁,地铁10号线,900000059714,新津站,2.595,28.046,103.873243,30.462959,900000059714011,,
成都地铁,地铁10号线,900000059714,花桥,2.819,30.865,103.857265,30.441677,900000059714012,,
成都地铁,地铁10号线,900000059714,五津,4.663,35.528,103.813341,30.423662,900000059714013,,
成都地铁,地铁10号线,900000059714,儒林路,1.277,36.805,103.803093,30.416325,900000059714014,,
成都地铁,地铁10号线,900000059714,刘家碾,1.131,37.936,103.791370,30.415220,900000059714015,,
成都地铁,地铁10号线,900000059714,新平(宝墩),1.216,39.152,103.781522,30.408331,900000059714016,,
