系统,线路,站名,站间距(km),累计里程(km),经度,纬度,station ID,pinyin,year of opening
武汉地铁,轨道交通8号线,金潭路,0.0,0.0,114.284040,30.677200,900000044147001,,
武汉地铁,轨道交通8号线,宏图大道,0.97,0.97,114.277759,30.670353,420100024331002,,
武汉地铁,轨道交通8号线,塔子湖,1.99,2.96,114.280364,30.652594,900000044147003,,
武汉地铁,轨道交通8号线,中一路,1.413,4.373,114.281162,30.639903,900000044147004,,
武汉地铁,轨道交通8号线,竹叶山,1.719,6.092,114.287104,30.625318,900000044147005,,
武汉地铁,轨道交通8号线,赵家条,1.264,7.356,114.297076,30.617866,420100024331008,,
武汉地铁,轨道交通8号线,黄浦路,1.494,8.85,114.308156,30.608404,420100034364021,,
武汉地铁,轨道交通8号线,徐家棚,3.186,12.036,114.332095,30.588494,900000044147008,,
武汉地铁,轨道交通8号线,徐东,1.355,13.391,114.346233,30.587975,900000044147012,,
武汉地铁,轨道交通8号线,汪家墩,0.483,13.874,114.350076,30.585167,900000044147009,,
武汉地铁,轨道交通8号线,岳家嘴,1.452,15.326,114.362010,30.577109,420100034395009,,
武汉地铁,轨道交通8号线,梨园,0.813,16.139,114.370081,30.574832,900000044147011,,
武汉地铁,轨道交通8号线,省博湖北日报,1.199,17.338,114.365294,30.564871,900000044147013,,
武汉地铁,轨道交通8号线,中南医院,1.192,18.53,114.357089,30.556807,900000044147014,,
武汉地铁,轨道交通8号线,水果湖,1.166,19.696,114.346346,30.551863,900000044147015,,
武汉地铁,轨道交通8号线,洪山路,0.749,20.445,114.343812,30.545492,900000044147016,,
武汉地铁,轨道交通8号线,小洪山,1.371,21.816,114.352367,30.535610,900000044147017,,
武汉地铁,轨道交通8号线,街道口,1.008,22.824,114.353503,30.526597,420100024404006,,
武汉地铁,轨道交通8号线,马房山,1.487,24.311,114.348079,30.514069,900000044147019,,
武汉地铁,轨道交通8号线,文治街,1.608,25.919,114.344226,30.499990,900000044147020,,
武汉地铁,轨道交通8号线,文昌路,1.633,27.552,114.329911,30.492013,900000044147021,,
武汉地铁,轨道交通8号线,省农科院,1.202,28.754,114.325808,30.481799,900000044147022,,
武汉地铁,轨道交通8号线,马湖,1.119,29.873,114.325040,30.471754,900000044147023,,
武汉地铁,轨道交通8号线,野芷湖,1.316,31.189,114.319502,30.460928,900000044147024,,
武汉地铁,轨道交通8号线,黄家湖地铁小镇,3.386,34.575,114.298049,30.436741,900000044147025,,
武汉地铁,轨道交通8号线,军运村,1.084,35.659,114.295024,30.427348,900000044147026,,
