系统,线路,站名,站间距(km),累计里程(km),经度,纬度,station ID,pinyin,year of opening
青岛地铁,蓝谷快线,苗岭路,0.0,0.0,120.465017,36.100537,900000030291008,,
青岛地铁,蓝谷快线,会展中心,0.881,0.881,120.474342,36.102982,900000071655002,,
青岛地铁,蓝谷快线,青岛二中,1.011,1.892,120.480684,36.110488,900000071655003,,
青岛地铁,蓝谷快线,青岛科大,1.577,3.469,120.485288,36.124174,900000071655004,,
青岛地铁,蓝谷快线,张村,1.893,5.362,120.485492,36.141194,900000071655005,,
青岛地铁,蓝谷快线,枯桃,0.78,6.142,120.487154,36.148082,900000071655006,,
青岛地铁,蓝谷快线,海洋大学,2.01,8.152,120.494750,36.165085,900000071655007,,
青岛地铁,蓝谷快线,世博园,2.716,10.868,120.511371,36.185499,900000071655008,,
青岛地铁,蓝谷快线,北宅,3.775,14.643,120.534674,36.213769,900000071655009,,
青岛地铁,蓝谷快线,北九水,3.504,18.147,120.558835,36.238526,900000071655010,,
青岛地铁,蓝谷快线,庙石,6.642,24.789,120.606377,36.284339,900000071655011,,
青岛地铁,蓝谷快线,浦里,3.124,27.913,120.628101,36.306308,900000071655012,,
青岛地铁,蓝谷快线,鳌山卫,5.58,33.493,120.660868,36.348990,900000071655013,,
青岛地铁,蓝谷快线,山东大学,2.732,36.225,120.678584,36.368994,900000071655014,,
青岛地铁,蓝谷快线,蓝色硅谷,1.805,38.03,120.679277,36.385219,900000071655015,,
青岛地铁,蓝谷快线,水泊,2.223,40.253,120.679767,36.405207,900000071655016,,
青岛地铁,蓝谷快线,博览中心,2.83,43.083,120.704481,36.421087,900000071655017,,
青岛地铁,蓝谷快线,温泉东,2.576,45.659,120.702905,36.444221,900000071655018,,
青岛地铁,蓝谷快线,皋虞,2.321,47.98,120.710804,36.464104,900000071655019,,
青岛地铁,蓝谷快线,臧村,1.99,49.97,120.732520,36.468003,900000071655020,,
青岛地铁,蓝谷快线,钱谷山,2.778,52.748,120.760354,36.479099,900000071655021,,
