系统,线路,线路ID,站名,站间距(km),累计里程(km),经度,纬度,station ID,pinyin,year of opening
苏州轨道交通,轨道交通11号线,900000104525,唯亭(苏州新区火车站),0.0,0.0,120.788958,31.364585,900000104525001,,
苏州轨道交通,轨道交通11号线,900000104525,草鞋山,1.658,1.658,120.799956,31.376162,900000104525002,,
苏州轨道交通,轨道交通11号线,900000104525,阳澄湖东,4.173,5.831,120.843615,31.380507,900000104525003,,
苏州轨道交通,轨道交通11号线,900000104525,正仪,1.644,7.475,120.860798,31.382336,900000104525004,,
苏州轨道交通,轨道交通11号线,900000104525,莲湖公园,1.983,9.458,120.881684,31.382403,900000104525005,,
苏州轨道交通,轨道交通11号线,900000104525,祖冲之公园,1.244,10.702,120.894722,31.381239,900000104525006,,
苏州轨道交通,轨道交通11号线,900000104525,昆山文化艺术中心,0.95,11.652,120.904724,31.381338,900000104525007,,
苏州轨道交通,轨道交通11号线,900000104525,共青,1.316,12.968,120.918591,31.381264,900000104525008,,
苏州轨道交通,轨道交通11号线,900000104525,江浦,0.937,13.905,120.928419,31.380492,900000104525009,,
苏州轨道交通,轨道交通11号线,900000104525,白马泾,1.375,15.28,120.942882,31.381136,900000104525010,,
苏州轨道交通,轨道交通11号线,900000104525,玉山广场,1.38,16.66,120.957339,31.382397,900000104525011,,
苏州轨道交通,轨道交通11号线,900000104525,绣衣,1.36,18.02,120.971647,31.383026,900000104525012,,
苏州轨道交通,轨道交通11号线,900000104525,昆山城市广场,1.04,19.06,120.982601,31.383308,900000104525013,,
苏州轨道交通,轨道交通11号线,900000104525,金浦大桥东,1.234,20.294,120.9956,31.383628,900000104525014,,
苏州轨道交通,轨道交通11号线,900000104525,顺帆北路,1.1,21.394,121.007179,31.383944,900000104525015,,
苏州轨道交通,轨道交通11号线,900000104525,鱼池泾,0.957,22.351,121.017255,31.384045,900000104525016,,
苏州轨道交通,轨道交通11号线,900000104525,白河潭,1.04,23.391,121.028214,31.384062,900000104525017,,
苏州轨道交通,轨道交通11号线,900000104525,兵希,1.082,24.473,121.03961,31.384168,900000104525018,,
苏州轨道交通,轨道交通11号线,900000104525,夏驾河公园,0.977,25.45,121.047727,31.378773,900000104525019,,
苏州轨道交通,轨道交通11号线,900000104525,盛庄,1.574,27.024,121.049599,31.364711,900000104525020,,
苏州轨道交通,轨道交通11号线,900000104525,章基路南,1.49,28.514,121.049569,31.351314,900000104525021,,
苏州轨道交通,轨道交通11号线,900000104525,夏桥,1.824,30.338,121.048785,31.33492,900000104525022,,
苏州轨道交通,轨道交通11号线,900000104525,神童泾,1.847,32.185,121.040107,31.320055,900000104525023,,
苏州轨道交通,轨道交通11号线,900000104525,菉葭,1.384,33.569,121.046106,31.308714,900000104525024,,
苏州轨道交通,轨道交通11号线,900000104525,花桥博览中心,2.096,35.665,121.063816,31.297469,900000104525025,,
苏州轨道交通,轨道交通11号线,900000104525,集善,1.503,37.168,121.079476,31.295553,900000104525026,,
苏州轨道交通,轨道交通11号线,900000104525,花溪公园,1.215,38.383,121.091727,31.298698,900000104525027,,
苏州轨道交通,轨道交通11号线,900000104525,花桥,1.226,39.609,121.104602,31.299439,320500022611002,,
苏州轨道交通,轨道交通1号线,320500022828,木渎,0.0,0.0,120.518128,31.274974,320500022828002,,
苏州轨道交通,轨道交通1号线,320500022828,金枫路,1.101,1.101,120.529572,31.276492,320500022828003,,
苏州轨道交通,轨道交通1号线,320500022828,汾湖路,1.178,2.279,120.54183,31.278047,320500022828004,,
苏州轨道交通,轨道交通1号线,320500022828,玉山路,0.939,3.218,120.549468,31.283409,320500022828005,,
苏州轨道交通,轨道交通1号线,320500022828,狮子山,1.159,4.377,120.548762,31.293819,320500022828006,,
苏州轨道交通,轨道交通1号线,320500022828,塔园路,1.017,5.394,120.556692,31.299963,320500022828007,,
苏州轨道交通,轨道交通1号线,320500022828,滨河路,0.9,6.294,120.566119,31.300779,320500022828008,,
苏州轨道交通,轨道交通1号线,320500022828,西环路,1.053,7.347,120.577161,31.301539,320500022828009,,
苏州轨道交通,轨道交通1号线,320500022828,桐泾北路,1.344,8.691,120.591203,31.302984,320500022828010,,
苏州轨道交通,轨道交通1号线,320500022828,广济南路,0.953,9.644,120.601066,31.304529,320500022816011,,
苏州轨道交通,轨道交通1号线,320500022828,养育巷,1.236,10.88,120.614052,31.30514,320500022828012,,
苏州轨道交通,轨道交通1号线,320500022828,乐桥,0.806,11.686,120.622529,31.305505,320500022810011,,
苏州轨道交通,轨道交通1号线,320500022828,临顿路,0.862,12.548,120.630277,31.309532,320500022828014,,
苏州轨道交通,轨道交通1号线,320500022828,相门,0.815,13.363,120.638847,31.309803,320500022828015,,
苏州轨道交通,轨道交通1号线,320500022828,东环路,1.082,14.445,120.649874,31.312254,320500022828016,,
苏州轨道交通,轨道交通1号线,320500022828,中央公园,1.069,15.514,120.661112,31.312819,320500022828017,,
苏州轨道交通,轨道交通1号线,320500022828,星海广场,0.968,16.482,120.670812,31.315499,320500022828018,,
苏州轨道交通,轨道交通1号线,320500022828,东方之门,0.782,17.264,120.678894,31.316815,320500022828019,,
苏州轨道交通,轨道交通1号线,320500022828,文化博览中心,2.52,19.784,120.704346,31.323217,320500022828020,,
苏州轨道交通,轨道交通1号线,320500022828,时代广场,0.844,20.628,120.713181,31.322437,320500022828021,,
苏州轨道交通,轨道交通1号线,320500022828,星湖街,0.694,21.322,120.720431,31.323183,320500022828022,,
苏州轨道交通,轨道交通1号线,320500022828,南施街,1.215,22.537,120.733132,31.324493,320500022828023,,
苏州轨道交通,轨道交通1号线,320500022828,星塘街,1.068,23.605,120.744297,31.325644,320500022828024,,
苏州轨道交通,轨道交通1号线,320500022828,钟南街,1.137,24.742,120.756226,31.326506,320500022828025,,
苏州轨道交通,轨道交通2号线,320500022816,骑河,0.0,0.0,120.655018,31.437447,320500022816036,,
苏州轨道交通,轨道交通2号线,320500022816,富翔路,0.898,0.898,120.651223,31.430051,320500022816035,,
苏州轨道交通,轨道交通2号线,320500022816,高铁苏州北站,1.094,1.992,120.645008,31.421767,320500022816023,,
苏州轨道交通,轨道交通2号线,320500022816,大湾,1.266,3.258,120.633174,31.416501,320500022816022,,
苏州轨道交通,轨道交通2号线,320500022816,富元路,1.643,4.901,120.624914,31.40352,320500022816021,,
苏州轨道交通,轨道交通2号线,320500022816,蠡口,1.716,6.617,120.623705,31.388126,320500022816020,,
苏州轨道交通,轨道交通2号线,320500022816,徐图港,1.402,8.019,120.625667,31.375625,320500022816019,,
苏州轨道交通,轨道交通2号线,320500022816,阳澄湖中路,0.994,9.013,120.62693,31.366755,320500022816018,,
苏州轨道交通,轨道交通2号线,320500022816,陆慕,1.533,10.546,120.623449,31.353291,320500022816017,,
苏州轨道交通,轨道交通2号线,320500022816,平泷路东,1.413,11.959,120.613004,31.344237,320500022816016,,
苏州轨道交通,轨道交通2号线,320500022816,平河路,0.832,12.791,120.614445,31.336854,320500022816015,,
苏州轨道交通,轨道交通2号线,320500022816,苏州火车站,0.764,13.555,120.610463,31.330882,320500022810008,,
苏州轨道交通,轨道交通2号线,320500022816,山塘街,1.482,15.037,120.60193,31.319722,320500022816013,,
苏州轨道交通,轨道交通2号线,320500022816,石路,0.96,15.997,120.600138,31.311222,320500022816012,,
苏州轨道交通,轨道交通2号线,320500022816,广济南路,0.749,16.746,120.601066,31.304529,320500022816011,,
苏州轨道交通,轨道交通2号线,320500022816,三香广场,0.786,17.532,120.598143,31.297912,320500022816010,,
苏州轨道交通,轨道交通2号线,320500022816,劳动路,0.708,18.24,120.597195,31.291601,320500022816009,,
