系统,线路,站名,站间距(km),累计里程(km),经度,纬度,station ID,pinyin,year of opening
合肥轨道交通,轨道交通4号线,综保区,0.0,0.0,117.353826,31.950721,900000074904023,,
合肥轨道交通,轨道交通4号线,安医一附院北区,1.594,1.594,117.348851,31.937018,900000074904022,,
合肥轨道交通,轨道交通4号线,陶冲湖东,1.215,2.809,117.345034,31.926583,900000074904028,,
合肥轨道交通,轨道交通4号线,十里村,2.456,5.265,117.347281,31.904580,900000074904021,,
合肥轨道交通,轨道交通4号线,新海公园,1.012,6.277,117.342356,31.896501,900000074904020,,
合肥轨道交通,轨道交通4号线,方庙,1.287,7.564,117.343930,31.885004,900000055586025,,
合肥轨道交通,轨道交通4号线,站塘,1.029,8.593,117.341018,31.876090,900000074904019,,
合肥轨道交通,轨道交通4号线,东七里,0.952,9.545,117.338466,31.867807,900000039729019,,
合肥轨道交通,轨道交通4号线,唐桥,1.606,11.151,117.335456,31.853588,900000074904017,,
合肥轨道交通,轨道交通4号线,五里庙,2.119,13.27,117.323906,31.837254,900000074904031,,
合肥轨道交通,轨道交通4号线,尧渡河路,1.257,14.527,117.324072,31.825947,900000074904030,,
合肥轨道交通,轨道交通4号线,工经学院,1.261,15.788,117.325836,31.814705,900000074904029,,
合肥轨道交通,轨道交通4号线,葛大店南,1.326,17.114,117.313524,31.808975,900000074904016,,
合肥轨道交通,轨道交通4号线,望湖城南,1.108,18.222,117.302761,31.805027,900000074904015,,
合肥轨道交通,轨道交通4号线,合肥南站,1.325,19.547,117.290051,31.800004,900000039731013,,
合肥轨道交通,轨道交通4号线,淝南,0.812,20.359,117.281468,31.799706,900000074904014,,
合肥轨道交通,轨道交通4号线,竹西,0.638,20.997,117.276473,31.803566,900000074904013,,
合肥轨道交通,轨道交通4号线,薛河,0.828,21.825,117.269167,31.807678,900000074904012,,
合肥轨道交通,轨道交通4号线,南屏路,1.094,22.919,117.257628,31.808481,900000074904011,,
合肥轨道交通,轨道交通4号线,姚公庙,0.786,23.705,117.249310,31.808719,900000074904010,,
合肥轨道交通,轨道交通4号线,天鹅湖东,1.026,24.731,117.238471,31.809189,900000074904009,,
合肥轨道交通,轨道交通4号线,天鹅湖,1.028,25.759,117.227650,31.808228,900000074904008,,
合肥轨道交通,轨道交通4号线,图书馆,1.151,26.91,117.215513,31.809104,900000055586008,,
合肥轨道交通,轨道交通4号线,柳树塘,1.671,28.581,117.198120,31.811808,900000074904007,,
合肥轨道交通,轨道交通4号线,金桂,1.096,29.677,117.187770,31.816259,900000074904006,,
合肥轨道交通,轨道交通4号线,玉兰大道,1.223,30.9,117.175941,31.820724,900000074904005,,
合肥轨道交通,轨道交通4号线,北雁湖,1.773,32.673,117.157182,31.820958,900000074904004,,
合肥轨道交通,轨道交通4号线,复兴集,1.271,33.944,117.145124,31.815885,900000153891008,,
合肥轨道交通,轨道交通4号线,长安集,1.403,35.347,117.145170,31.803267,900000153891007,,
合肥轨道交通,轨道交通4号线,桃花潭,2.418,37.765,117.137983,31.782398,900000153891006,,
合肥轨道交通,轨道交通4号线,金小郢,2.008,39.773,117.116737,31.782505,900000153891005,,
合肥轨道交通,轨道交通4号线,铜锣寨路,2.934,42.707,117.092519,31.766003,900000153891004,,
合肥轨道交通,轨道交通4号线,魏庄,0.735,43.442,117.094837,31.759697,900000153891003,,
合肥轨道交通,轨道交通4号线,烧脉岗,0.836,44.278,117.102045,31.755348,900000153891002,,
