系统,线路,线路ID,站名,站间距(km),累计里程(km),经度,纬度,station ID,pinyin,year of opening
重庆轨道交通,轨道交通18号线,900000131216,跳磴南,0.0,0.0,106.435305,29.393827,900000131216019,,
重庆轨道交通,轨道交通18号线,900000131216,跳磴,1.618,1.618,106.437561,29.408248,900000088463001,,
重庆轨道交通,轨道交通18号线,900000131216,金鳌山,2.199,3.817,106.458862,29.415076,900000131216017,,
重庆轨道交通,轨道交通18号线,900000131216,伏牛溪,2.156,5.973,106.481112,29.415712,900000131216016,,
重庆轨道交通,轨道交通18号线,900000131216,白居寺,1.131,7.104,106.492762,29.416434,500100031250024,,
重庆轨道交通,轨道交通18号线,900000131216,茄子溪,1.424,8.528,106.504435,29.424226,900000131216014,,
重庆轨道交通,轨道交通18号线,900000131216,巴滨路湿地公园,1.582,10.11,106.517572,29.432689,900000131216013,,
重庆轨道交通,轨道交通18号线,900000131216,花溪工业园,1.809,11.919,106.516090,29.448905,900000131216012,,
重庆轨道交通,轨道交通18号线,900000131216,重庆理工大学,1.373,13.292,106.521070,29.460468,900000131216011,,
重庆轨道交通,轨道交通18号线,900000131216,李家沱大桥,1.132,14.424,106.527803,29.468794,900000131216010,,
重庆轨道交通,轨道交通18号线,900000131216,电厂,1.827,16.251,106.537946,29.482645,900000131216009,,
重庆轨道交通,轨道交通18号线,900000131216,四川美术学院,0.945,17.196,106.544024,29.489291,900000131216008,,
重庆轨道交通,轨道交通18号线,900000131216,黄桷坪,0.936,18.132,106.537989,29.495864,900000131216007,,
重庆轨道交通,轨道交通18号线,900000131216,滩子口,1.076,19.208,106.527726,29.499593,900000131216006,,
重庆轨道交通,轨道交通18号线,900000131216,杨家坪,1.468,20.676,106.515931,29.507894,500100031250013,,
重庆轨道交通,轨道交通18号线,900000131216,石坪桥,1.274,21.95,106.506265,29.515675,900000131216004,,
重庆轨道交通,轨道交通18号线,900000131216,奥体中心,0.949,22.899,106.502210,29.523446,900000055077036,,
重庆轨道交通,轨道交通18号线,900000131216,歇台子,1.728,24.627,106.499111,29.538754,500100022282016,,
重庆轨道交通,轨道交通18号线,900000131216,富华路,1.437,26.064,106.504105,29.550922,900000070621007,,
