系统,线路,站名,站间距(km),累计里程(km),经度,纬度,station ID,pinyin,year of opening
港铁,港岛线,坚尼地城,0.0,0.0,114.133869,22.278567,810000020817018,,
港铁,港岛线,香港大学,0.78,0.78,114.140803,22.281397,810000020817017,,
港铁,港岛线,西营盘,0.711,1.491,114.147572,22.282666,810000020817016,,
港铁,港岛线,上环,1.052,2.543,114.157738,22.283657,810000020817015,,
港铁,港岛线,中环,0.834,3.377,114.164061,22.278969,810000020817014,,
港铁,港岛线,金钟,0.719,4.096,114.170494,22.276448,810000020809014,,
港铁,港岛线,湾仔,0.796,4.892,114.177904,22.274386,810000020817012,,
港铁,港岛线,铜锣湾,1.148,6.04,114.188547,22.277493,810000020817011,,
港铁,港岛线,天后,0.89,6.93,114.196768,22.279984,810000020817010,,
港铁,港岛线,炮台山,0.673,7.603,114.198948,22.285688,810000020817009,,
港铁,港岛线,北角,0.727,8.33,114.205467,22.288219,810000020804004,,
港铁,港岛线,鲗鱼涌,1.014,9.344,114.214680,22.284993,810000020804005,,
港铁,港岛线,太古,0.74,10.084,114.220993,22.281807,810000020817006,,
港铁,港岛线,西湾河,0.699,10.783,114.227223,22.279294,810000020817005,,
港铁,港岛线,筲箕湾,0.76,11.543,114.233833,22.276237,810000020817004,,
港铁,港岛线,杏花邨,1.135,12.678,114.244545,22.273808,810000020817003,,
港铁,港岛线,柴湾,1.365,14.043,114.241982,22.261764,810000020817002,,
